 Transaction ID ,Date of Sale, Client Name  ,Product Group, Item Desc , Qty Sold , Total Sales Value ,Sales Territory 
TXN-575844,10.06.2023,Wayne Enterprises,Consulting,Product-694,-476,2415.99,Global
TXN-882468,2023-06-17,Globex gmbh,Hardware,Product-656,679,617.41,
,,,,,,,
TXN-776764,29/07/2024,Umbrella Corp,Licensing,Product-330,564,10151.19,EMEA
TXN-300926,08/07/2024,Acme Corp,Software,Product-454,155,6718.35,Global
TXN-480140,12/19/2023,GLOBEX GMBH,Cloud Infrastructure,Product-421,909,28202.77,EMEA
TXN-319770,2024.07.09,Cyberdyne Systems,Training,Product-736,718,"6.962,08 €",LATAM
TXN-672095,2023.04.08,Soylent Corp,,Product-946,65,7623.55,LATAM
TXN-804621,2023.08.20,Stark Industries,,Product-417,23,"1.033,06 €",
TXN-733876,2024.06.06,Wayne Enterprises,Software,Product-532,668,33027.82,APAC
TXN-705360,2024-09-11,Cyberdyne Systems,Software,Product-404,867,$325.57,NA
TXN-829960,07/22/2024,Cyberdyne Systems,Cloud Infrastructure,Product-481,764,,NA
TXN-458948,2023.07.24,Oscorp,Training,Product-914,162,13213.87,Global
TXN-674977,2023.08.17,Wayne Enterprises,Support,Product-607,606,31993.57,NA
TXN-726807,08/28/2023,Stark Industries,Support,Product-217,64,"44.825,79 €",EMEA
TXN-505393,01/10/2023,Massive Dynamic,Cloud Infrastructure,Product-840,568,"$44,517.94",Global
TXN-213598,2024.07.15,Wayne Enterprises,Support,Product-281,801,48757.35,LATAM
TXN-636309,2024.09.20,Oscorp,Cloud Infrastructure,Product-132,N/A,34334.97,Global
TXN-296388,2023.03.29,Cyberdyne Systems,Hardware,Product-206,647,22593.61,Global
TXN-934299,01/03/2024,acme corp,Cloud Infrastructure,Product-294,,"18.168,35 €",LATAM
TXN-945620,05/12/2023,Massive Dynamic,Software,Product-438,507,"$14,016.18",NA
TXN-685894,2023-09-12,Umbrella Corp,Support,Product-250,962,"$15,072.09",Global
TXN-792576,26/02/2024,Wayne Enterprises,Training,Product-656,189,"$7,057.25",LATAM
TXN-878431,15.02.2024,oscorp,Hardware,Product-587,-19,"2.441,77 €",Global
TXN-638375,2023.05.16,Oscorp,Support,Product-826,-74,"$48,732.55",APAC
TXN-120456,2023.08.27,Umbrella Corp,Hardware,Product-163,113,,NA
TXN-682795,08/04/2024,Globex gmbh,Software,Product-226,406,35652.23,EMEA
TXN-549982,01.09.2024,Soylent Corp,Support,Product-714,,,Global
TXN-190028,02/15/2023,Soylent Corp,Consulting,Product-243,279,"27.870,43 €",NA
TXN-586154,2023-12-22,Acme Corp,Cloud Infrastructure,Product-479,136,38845.51,EMEA
TXN-238379,2024-05-04,Wayne Enterprises,Consulting,Product-920,217,12761.80,
TXN-429034,09/23/2023,Initech AG,Hardware,Product-788,200,,NA
TXN-758416,2024.10.04,Wayne Enterprises,Software,Product-159,850,"$27,098.55",EMEA
TXN-761983,2023.01.12,Cyberdyne Systems,Hardware,Product-536,475,3623.98,EMEA
TXN-429793,2024.06.24,Cyberdyne Systems,Cloud Infrastructure,Product-545,541,12109.54,APAC
TXN-642202,2024.07.21,Acme Corp,Consulting,Product-177,973,"$6,302.62",Global
TXN-374967,2024-05-23,UMBRELLA CORP,Training,Product-566,9,"46.670,35 €",NA
TXN-457765,02/21/2024,Oscorp,Licensing,Product-438,569,"2.683,76 €",NA
TXN-718458,2023.06.09,Initech AG,Cloud Infrastructure,Product-886,962,"$12,997.73",APAC
TXN-140099,04.01.2023,Massive Dynamic,Hardware,Product-777,994,9432.75,LATAM
TXN-528299,29.11.2024,ACME CORP,Licensing,Product-729,543,"$16,925.07",NA
TXN-103629,11.10.2023,Cyberdyne Systems,Licensing,Product-988,12,"29.202,83 €",EMEA
TXN-398582,2024.06.12,Cyberdyne Systems,Software,Product-402,483,,APAC
TXN-667807,TBD,Soylent Corp,Software,Product-175,586,"8.437,48 €",LATAM
TXN-520173,07/18/2024,Acme Corp,Hardware,Product-612,458,"4.731,43 €",
TXN-765424,2023.03.01,Initech ag,Consulting,Product-612,175,"41.706,84 €",LATAM
TXN-326223,09/12/2024,Soylent Corp,Training,Product-785,379,"$44,074.08",Global
TXN-445341,TBD,Cyberdyne Systems,Cloud Infrastructure,Product-829,819,"$48,450.33",Global
TXN-560628,,Soylent Corp,Hardware,Product-698,N/A,"$9,100.47",EMEA
TXN-870865,13.06.2023,Oscorp,Cloud Infrastructure,Product-716,653,"$13,172.90",Global
TXN-561851,TBD,Stark Industries,Hardware,Product-156,64,,EMEA
TXN-301254,02.04.2023,Acme Corp,Support,Product-144,,"1.077,83 €",EMEA
TXN-479001,2023.04.24,Cyberdyne Systems,,Product-757,693,20952.06,EMEA
TXN-372925,2024-03-13,Massive Dynamic,Licensing,Product-849,924,"25.474,08 €",EMEA
TXN-245434,2023.07.18,oscorp,Support,Product-255,398,"$49,824.29",LATAM
TXN-500694,02/11/2024,Acme Corp,Software,Product-480,316,"$-11,139.55",LATAM
TXN-697947,07.02.2024,Oscorp,Cloud Infrastructure,Product-304,189,,Global
TXN-227381,21.08.2023,Stark Industries,Hardware,Product-885,,,EMEA
TXN-328118,05/05/2024,Cyberdyne Systems,Hardware,Product-370,276,"$44,582.29",NA
TXN-934388,28/11/2023,Soylent Corp,,Product-982,360,"$-32,933.62",LATAM
TXN-916030,TBD,Acme Corp,Training,Product-917,75,"$14,108.99",NA
TXN-988846,11/12/2024,Stark Industries,Cloud Infrastructure,Product-590,43,"41.513,88 €",LATAM
TXN-500311,10/10/2023,Soylent Corp,Cloud Infrastructure,Product-249,164,"25.182,76 €",EMEA
TXN-140178,10.05.2024,Globex GmbH,Consulting,Product-636,455,7403.81,EMEA
TXN-972082,2023-01-11,Oscorp,Software,Product-726,858,"45.981,66 €",Global
TXN-853420,01/11/2023,Cyberdyne Systems,Training,Product-728,80,"$11,040.72",LATAM
TXN-522197,2024.01.06,Cyberdyne Systems,,Product-654,261,,
TXN-270198,2024-01-04,Oscorp,Consulting,Product-448,780,"$4,220.61",EMEA
TXN-109721,28.08.2023,Wayne Enterprises,Cloud Infrastructure,Product-421,N/A,"49.305,03 €",EMEA
TXN-381404,2024.06.08,Wayne Enterprises,Support,Product-497,332,"37.871,50 €",APAC
TXN-426485,30.08.2024,Cyberdyne Systems,Licensing,Product-988,,387.98,EMEA
TXN-416342,30/07/2024,WAYNE ENTERPRISES,Licensing,Product-714,,"$19,967.44",EMEA
TXN-183152,2023.06.27,Umbrella Corp,Software,Product-386,,,Global
TXN-496949,2024.01.21,Soylent Corp,Consulting,Product-692,930,"19.061,17 €",Global
TXN-105378,,Oscorp,Consulting,Product-289,88,"22.032,83 €",EMEA
TXN-816895,2023.12.06,soylent corp,Training,Product-302,399,"$8,601.58",EMEA
TXN-625019,06/07/2023,Cyberdyne Systems,Training,Product-340,135,41646.07,Global
TXN-331056,2023.07.09,Stark Industries,Support,Product-481,376,"$44,412.88",LATAM
TXN-525738,2024.08.02,Globex GmbH,Consulting,Product-142,189,"13.610,72 €",NA
TXN-440778,,Globex GmbH,Training,Product-360,60,"$-20,224.24",NA
TXN-960871,2023-01-20,Stark Industries,Licensing,Product-200,151,45445.03,NA
TXN-413123,25.05.2024,Stark Industries,Licensing,Product-470,298,"$-37,746.50",NA
TXN-157262,23.12.2023,Umbrella Corp,Software,Product-524,622,"$48,732.00",EMEA
TXN-423190,01/18/2024,Stark Industries,Licensing,Product-960,,"$31,962.03",EMEA
TXN-942414,2024.02.11,Initech AG,Consulting,Product-638,-921,"32.307,95 €",Global
TXN-473910,10/11/2024,Wayne Enterprises,Hardware,Product-377,747,30248.31,Global
TXN-171202,05.10.2023,massive dynamic,Consulting,Product-138,850,"6.729,87 €",NA
TXN-217831,2024-03-21,Soylent Corp,Hardware,Product-185,,"22.295,48 €",LATAM
TXN-863877,2023.10.15,Soylent Corp,Hardware,Product-317,416,,NA
TXN-861780,27/01/2024,Stark Industries,Licensing,Product-975,901,"46.362,13 €",NA
TXN-447414,12/21/2023,Initech ag,,Product-173,428,"30.873,32 €",LATAM
TXN-995181,12.07.2023,Stark Industries,Cloud Infrastructure,Product-761,,,NA
TXN-624199,2024.10.11,Oscorp,Cloud Infrastructure,Product-261,487,"$15,954.43",NA
TXN-335158,TBD,Stark Industries,,Product-905,282,"22.018,97 €",LATAM
TXN-430058,2023-10-02,Cyberdyne Systems,Licensing,Product-757,414,18851.71,EMEA
,,,,,,,
TXN-165100,11.04.2023,Oscorp,Cloud Infrastructure,Product-126,509,,APAC
TXN-956998,02/02/2023,Cyberdyne Systems,Licensing,Product-369,482,20802.10,LATAM
TXN-638575,2023.04.10,Umbrella Corp,Support,Product-572,987,17831.27,EMEA
TXN-449690,06/03/2023,Cyberdyne Systems,Consulting,Product-857,110,"$21,149.54",EMEA
TXN-819108,2023.09.16,Umbrella Corp,Consulting,Product-460,367,,
TXN-480040,20/11/2024,Umbrella Corp,Licensing,Product-942,115,"43.811,28 €",EMEA
TXN-870323,06/06/2023,Stark Industries,Support,Product-670,738,"$9,226.79",NA
TXN-594910,17/01/2024,Wayne Enterprises,Cloud Infrastructure,Product-408,1,,APAC
TXN-213286,2023.12.08,Cyberdyne Systems,Cloud Infrastructure,Product-405,256,,Global
TXN-547329,2024.08.24,Globex GmbH,Hardware,Product-640,129,"32.685,32 €",LATAM
TXN-630276,01/02/2023,Massive Dynamic,Cloud Infrastructure,Product-709,865,"$13,636.94",LATAM
TXN-174226,2023-01-12,Cyberdyne Systems,Support,Product-794,301,"$47,012.46",NA
TXN-585704,2023.10.22,Initech AG,Training,Product-219,397,"$18,035.11",Global
TXN-698024,23.08.2024,Oscorp,Support,Product-363,293,39136.29,NA
TXN-638707,01/31/2023,Cyberdyne Systems,Support,Product-545,906,"22.786,48 €",NA
TXN-774880,09/14/2023,Stark Industries,,Product-389,972,"45.391,12 €",Global
TXN-209401,17/09/2023,Wayne Enterprises,Cloud Infrastructure,Product-602,511,19272.17,APAC
TXN-735329,29/04/2024,Initech AG,Support,Product-441,604,"$17,503.70",NA
TXN-854568,18/09/2024,Massive Dynamic,Cloud Infrastructure,Product-918,719,"45.502,28 €",LATAM
TXN-225886,30.11.2023,Globex GmbH,Software,Product-308,865,"4.117,02 €",LATAM
TXN-537022,04/01/2024,WAYNE ENTERPRISES,Consulting,Product-378,892,,APAC
TXN-700446,2023-12-20,Globex GmbH,Hardware,Product-461,840,17286.63,NA
TXN-945474,29.07.2024,Massive Dynamic,Consulting,Product-363,312,-7434.01,Global
TXN-290779,10/30/2024,acme corp,Support,Product-877,19,"$28,594.33",Global
TXN-326601,2023-07-22,Wayne Enterprises,Hardware,Product-412,968,27061.25,Global
TXN-233469,07/06/2024,CYBERDYNE SYSTEMS,Cloud Infrastructure,Product-721,77,"35.865,60 €",NA
TXN-388416,09/04/2024,Acme Corp,Consulting,Product-652,-482,"$24,251.24",NA
TXN-285756,05.08.2024,Soylent Corp,Licensing,Product-147,672,-19572.50,NA
,,,,,,,
TXN-800388,02/10/2023,Soylent Corp,Training,Product-747,97,"34.342,14 €",EMEA
TXN-652571,16.02.2023,Cyberdyne Systems,Licensing,Product-158,305,"$43,167.80",NA
TXN-563806,23/05/2023,Massive Dynamic,Hardware,Product-979,766,"18.792,35 €",Global
TXN-782270,2024.01.30,stark industries,Software,Product-662,N/A,13907.79,EMEA
TXN-828306,2024.11.06,WAYNE ENTERPRISES,Licensing,Product-803,62,"5.032,73 €",LATAM
TXN-856695,,Globex GmbH,Licensing,Product-119,741,36617.78,LATAM
TXN-585345,2024.05.30,Cyberdyne Systems,Cloud Infrastructure,Product-564,7,"$36,629.97",EMEA
TXN-443676,31/03/2023,Wayne Enterprises,Training,Product-954,789,47722.31,Global
TXN-448378,2023-08-26,INITECH AG,Support,Product-529,868,45220.29,LATAM
TXN-236273,11/04/2023,Umbrella Corp,Cloud Infrastructure,Product-309,742,,LATAM
TXN-442305,07/09/2024,Wayne Enterprises,Software,Product-814,527,"$26,510.51",LATAM
TXN-463432,07/03/2024,Oscorp,Training,Product-325,842,"$48,345.06",EMEA
TXN-134766,2023.12.01,Oscorp,Support,Product-186,932,18310.34,EMEA
TXN-389969,2023.10.22,Initech AG,Support,Product-993,296,35825.85,NA
TXN-579163,28.03.2024,Acme Corp,Support,Product-289,595,"6.226,73 €",APAC
TXN-767843,19/10/2024,Oscorp,Software,Product-924,536,"43.659,15 €",APAC
TXN-970829,2023-07-28,Massive Dynamic,Training,Product-175,383,"33.923,27 €",NA
TXN-716927,07/16/2023,Initech AG,Licensing,Product-361,447,"$14,512.25",EMEA
TXN-278802,08/09/2023,Cyberdyne Systems,,Product-249,122,"27.999,98 €",Global
TXN-517152,01/23/2024,Soylent Corp,Consulting,Product-343,298,"26.700,62 €",EMEA
TXN-612984,09.03.2023,Initech AG,Consulting,Product-573,871,"$46,123.42",Global
TXN-948908,07/19/2024,Stark Industries,Hardware,Product-474,,44058.16,EMEA
TXN-270801,2023-05-13,Initech ag,Cloud Infrastructure,Product-779,162,"$-10,970.72",Global
TXN-484327,15/11/2023,Wayne Enterprises,Hardware,Product-351,-280,"33.790,25 €",Global
TXN-714943,04/18/2024,Initech AG,Support,Product-123,837,"$38,184.42",APAC
TXN-166471,2023.04.17,umbrella corp,Consulting,Product-887,776,17614.09,APAC
TXN-700121,2023-07-13,Initech AG,Hardware,Product-950,403,"$22,709.09",APAC
TXN-966867,24/08/2024,Oscorp,Support,Product-245,696,20766.74,APAC
TXN-563346,12/01/2024,Umbrella Corp,Licensing,Product-792,743,"$17,532.93",Global
TXN-399648,07/13/2023,Cyberdyne Systems,Consulting,Product-142,268,24085.97,NA
TXN-219446,2023-01-14,UMBRELLA CORP,Licensing,Product-339,646,31284.61,APAC
TXN-208095,2024.09.30,cyberdyne systems,Software,Product-715,94,"$40,178.65",EMEA
TXN-988006,03/25/2024,Massive Dynamic,Support,Product-349,552,"$35,013.79",APAC
TXN-145307,09/11/2023,Wayne Enterprises,Cloud Infrastructure,Product-306,655,"18.604,29 €",Global
TXN-718513,,Cyberdyne Systems,Hardware,Product-852,264,,EMEA
TXN-737101,26/12/2023,Oscorp,Software,Product-728,711,"35.839,46 €",Global
TXN-286042,06.05.2024,Soylent Corp,Support,Product-476,377,,APAC
TXN-339149,,Oscorp,,Product-916,833,$19.55,
TXN-308940,05.10.2024,Initech AG,Software,Product-495,251,"$-29,957.15",LATAM
TXN-175909,2023.01.17,Umbrella Corp,Training,Product-709,870,"17.546,67 €",
TXN-780418,2023-11-11,Stark Industries,Software,Product-608,866,,EMEA
TXN-134727,2023.04.20,Initech AG,,Product-129,786,13501.79,Global
TXN-166537,2023-07-16,Acme Corp,Cloud Infrastructure,Product-298,868,41633.04,EMEA
TXN-207736,2024.10.28,Massive Dynamic,,Product-476,190,,APAC
TXN-163215,29/01/2024,Initech AG,Licensing,Product-312,714,41930.48,EMEA
TXN-961749,12/18/2023,Wayne Enterprises,,Product-891,230,32981.84,Global
TXN-137985,28/06/2024,Oscorp,Cloud Infrastructure,Product-632,83,"$17,506.32",
TXN-311800,09/12/2024,Soylent Corp,Hardware,Product-862,N/A,"$20,895.94",APAC
TXN-403303,02.09.2024,Cyberdyne Systems,,Product-930,511,,LATAM
TXN-956856,04.03.2023,Soylent Corp,Licensing,Product-435,591,4573.55,EMEA
TXN-737941,09/08/2023,massive dynamic,Support,Product-790,579,37156.96,LATAM
TXN-122435,06/06/2023,MASSIVE DYNAMIC,Training,Product-776,290,"47.208,22 €",NA
TXN-832454,05/02/2024,Acme Corp,Licensing,Product-482,278,"35.999,03 €",APAC
TXN-637907,2024.04.01,wayne enterprises,,Product-654,691,44697.93,APAC
TXN-517822,2024-11-03,Soylent Corp,Cloud Infrastructure,Product-598,416,"$29,549.91",LATAM
TXN-260164,2024.04.09,wayne enterprises,Cloud Infrastructure,Product-818,-958,"27.000,50 €",EMEA
TXN-317360,25.06.2024,Wayne Enterprises,Consulting,Product-654,296,"$27,021.77",NA
TXN-743154,2023.04.23,Acme Corp,Licensing,Product-262,146,"12.297,73 €",Global
TXN-690334,01/01/2024,stark industries,Cloud Infrastructure,Product-231,128,"24.309,75 €",EMEA
TXN-810537,2023-04-14,Acme Corp,Hardware,Product-493,905,46808.58,EMEA
TXN-861142,2023-04-18,Wayne Enterprises,Licensing,Product-445,375,180.50,NA
TXN-389826,05/10/2023,Wayne Enterprises,Support,Product-249,863,11257.62,LATAM
TXN-627953,07/16/2023,Initech AG,Software,Product-480,947,17031.58,NA
TXN-496977,2024-09-24,Soylent Corp,Consulting,Product-439,834,17887.68,EMEA
TXN-431203,2024.01.24,Stark Industries,Training,Product-529,214,13202.00,NA
TXN-684293,03/06/2024,wayne enterprises,,Product-429,25,"45.639,38 €",NA
TXN-630257,2024-01-16,Soylent Corp,Licensing,Product-797,524,"$12,557.02",EMEA
TXN-378645,2024-11-15,Stark Industries,Support,Product-565,106,"$43,118.00",LATAM
TXN-892814,10/31/2023,Massive Dynamic,Support,Product-965,-78,"16.675,51 €",NA
TXN-382617,2024.11.18,Acme Corp,Software,Product-481,-335,46669.36,APAC
TXN-481849,12/06/2023,Soylent Corp,Training,Product-182,788,"$2,127.37",Global
TXN-883069,2023.11.12,massive dynamic,Hardware,Product-527,236,"4.736,48 €",NA
TXN-575620,2024-10-22,Massive Dynamic,Software,Product-827,445,6989.48,APAC
TXN-994693,06/02/2024,Cyberdyne Systems,Software,Product-740,928,,LATAM
TXN-667353,02/17/2024,stark industries,,Product-854,706,16144.73,LATAM
TXN-441075,26/03/2024,Oscorp,Cloud Infrastructure,Product-353,662,"$-46,325.41",NA
TXN-582153,11/13/2023,Stark Industries,Support,Product-817,-882,"46.984,13 €",Global
TXN-413846,03/11/2024,Initech AG,Software,Product-382,93,$-741.48,LATAM
TXN-707699,06.06.2024,Oscorp,Hardware,Product-719,677,38336.02,NA
TXN-376270,2023-11-04,Acme Corp,Hardware,Product-349,242,3505.19,Global
TXN-988771,20/09/2023,MASSIVE DYNAMIC,Consulting,Product-630,511,"$27,846.17",Global
TXN-268181,04/15/2023,Oscorp,Support,Product-803,72,30922.97,Global
TXN-973149,2023-06-13,Cyberdyne Systems,Licensing,Product-492,428,"46.539,69 €",Global
TXN-181531,09/06/2024,Umbrella Corp,,Product-519,499,,Global
TXN-902043,2023-06-15,Stark Industries,Cloud Infrastructure,Product-911,N/A,10439.59,LATAM
TXN-111339,01/29/2024,Oscorp,Hardware,Product-864,425,,EMEA
TXN-278978,05/06/2024,Massive Dynamic,Hardware,Product-452,577,,EMEA
TXN-604404,06.10.2024,Massive Dynamic,Licensing,Product-237,234,,APAC
TXN-210606,2024-09-28,Stark Industries,Consulting,Product-923,705,17852.82,LATAM
TXN-677404,2024.01.26,Wayne Enterprises,Software,Product-736,609,"$25,606.51",APAC
TXN-186702,10/31/2024,Soylent Corp,Software,Product-162,888,4454.86,EMEA
TXN-318122,2024.07.07,Oscorp,Software,Product-159,253,"46.303,94 €",NA
TXN-223856,16/02/2023,Initech AG,Cloud Infrastructure,Product-567,853,"$8,105.69",APAC
TXN-680652,2023-04-27,Globex gmbh,Hardware,Product-873,568,"$7,707.77",NA
TXN-213530,04.05.2023,Massive Dynamic,Hardware,Product-569,325,"7.298,86 €",NA
TXN-321883,2024.08.10,Initech AG,Software,Product-299,86,4343.87,Global
TXN-737840,19.01.2024,Initech ag,Software,Product-849,653,41551.13,
TXN-227127,2024-10-07,STARK INDUSTRIES,Licensing,Product-250,861,"29.998,61 €",EMEA
TXN-591506,,Stark Industries,Training,Product-101,35,"18.518,90 €",APAC
TXN-295070,28.04.2023,Wayne Enterprises,Software,Product-268,133,39582.67,LATAM
TXN-256385,10/10/2023,Cyberdyne Systems,Cloud Infrastructure,Product-694,118,21114.60,APAC
TXN-723676,13/04/2024,Umbrella Corp,Licensing,Product-471,951,"21.864,58 €",NA
TXN-714098,21.09.2023,Cyberdyne Systems,,Product-132,-673,"$1,092.63",APAC
TXN-861100,08/02/2023,OSCORP,Training,Product-319,866,"$-4,161.21",APAC
TXN-916590,,oscorp,Licensing,Product-369,494,"49.170,61 €",Global
TXN-839717,TBD,ACME CORP,Cloud Infrastructure,Product-595,133,36256.15,APAC
TXN-494698,,Massive Dynamic,,Product-881,913,"$14,162.43",NA
TXN-388237,TBD,Oscorp,Cloud Infrastructure,Product-895,165,,NA
TXN-875972,2024-03-08,stark industries,Consulting,Product-534,401,"22.293,44 €",LATAM
TXN-818154,08.02.2024,Oscorp,Hardware,Product-332,413,"6.347,76 €",EMEA
TXN-590974,18/03/2024,Globex GmbH,Software,Product-945,936,"$38,997.24",LATAM
TXN-404095,07/11/2023,ACME CORP,Support,Product-162,572,,NA
TXN-569230,03/25/2024,Umbrella Corp,Cloud Infrastructure,Product-716,48,"22.644,57 €",Global
TXN-180957,2023.07.22,INITECH AG,Software,Product-151,578,41442.46,LATAM
TXN-965740,2023-07-16,Acme Corp,Training,Product-362,252,"19.216,54 €",Global
TXN-971686,2023.11.09,Initech AG,Licensing,Product-441,714,"21.808,72 €",LATAM
TXN-716931,2023.09.10,Massive Dynamic,Support,Product-368,424,48796.01,EMEA
TXN-151211,TBD,Massive Dynamic,Consulting,Product-569,946,"17.711,18 €",LATAM
TXN-741398,2023-01-16,Wayne Enterprises,Software,Product-898,469,"$-49,866.27",NA
TXN-388493,2024.04.13,Oscorp,Hardware,Product-826,777,1337.12,LATAM
TXN-442616,,Acme Corp,Licensing,Product-585,781,"$-12,257.28",LATAM
TXN-416377,02/15/2024,OSCORP,Hardware,Product-680,243,,EMEA
TXN-662720,21/03/2024,Stark Industries,Licensing,Product-263,763,"5.038,26 €",LATAM
TXN-596915,01/28/2024,Umbrella Corp,Consulting,Product-903,877,26699.58,LATAM
TXN-466495,26.04.2023,Massive Dynamic,Training,Product-506,630,,NA
TXN-110564,2023-11-12,umbrella corp,Support,Product-853,,"40.161,16 €",EMEA
TXN-950065,26/12/2023,Massive Dynamic,Training,Product-477,,44058.98,LATAM
TXN-950065,26/12/2023,Massive Dynamic,Training,Product-477,,44058.98,LATAM
TXN-446733,29.12.2023,Acme Corp,Consulting,Product-560,827,34862.58,APAC
TXN-582883,29/09/2023,Globex GmbH,Cloud Infrastructure,Product-805,,"$4,628.30",Global
TXN-406875,21.09.2024,Oscorp,Licensing,Product-614,916,36738.53,NA
TXN-159288,2023.03.18,wayne enterprises,Consulting,Product-864,109,"16.753,66 €",
TXN-758805,19/12/2023,stark industries,Hardware,Product-354,914,"262,83 €",EMEA
TXN-124547,01/12/2023,Initech AG,Support,Product-492,753,"$6,763.12",APAC
TXN-484504,30/03/2023,Initech AG,Software,Product-350,338,"29.116,94 €",LATAM
TXN-251217,2023.10.09,Globex GmbH,Software,Product-683,968,"$14,612.27",NA
TXN-328289,10/03/2024,Cyberdyne Systems,Hardware,Product-547,929,"44.218,90 €",LATAM
TXN-121928,11/11/2024,Acme Corp,Hardware,Product-749,749,"$23,976.23",EMEA
TXN-469470,2023.02.25,Initech AG,Training,Product-730,891,"37.579,39 €",NA
TXN-463267,2024-11-12,Soylent Corp,Software,Product-831,361,"37.670,49 €",NA
TXN-505955,20/08/2023,Stark Industries,,Product-316,356,"39.103,67 €",
TXN-131766,11/06/2023,Soylent Corp,,Product-211,611,"31.983,45 €",Global
TXN-719818,08.12.2023,Cyberdyne Systems,Cloud Infrastructure,Product-624,233,"8.433,82 €",LATAM
TXN-691452,04/28/2024,Soylent Corp,Cloud Infrastructure,Product-165,324,,APAC
TXN-215422,08/06/2023,Initech AG,Consulting,Product-364,6,12138.74,Global
TXN-175334,2023-02-02,SOYLENT CORP,Cloud Infrastructure,Product-306,465,"4.384,22 €",LATAM
TXN-562303,14/04/2023,Soylent Corp,Training,Product-559,-621,"43.390,78 €",Global
TXN-476896,2023.05.30,Massive Dynamic,,Product-921,5,"30.856,46 €",LATAM
TXN-552350,14/08/2024,Massive Dynamic,Consulting,Product-579,,,Global
TXN-623439,05/08/2024,MASSIVE DYNAMIC,,Product-720,389,"14.112,31 €",Global
TXN-641186,2023.10.26,SOYLENT CORP,Hardware,Product-170,48,27106.27,APAC
TXN-876795,2023.06.26,Soylent Corp,,Product-109,276,"33.485,83 €",LATAM
TXN-601141,2023.04.20,Oscorp,Licensing,Product-732,765,"41.990,96 €",EMEA
TXN-217284,08/28/2024,acme corp,Consulting,Product-449,812,-34493.41,EMEA
TXN-626169,06/19/2023,Oscorp,Cloud Infrastructure,Product-776,317,"$8,618.66",
TXN-774108,2024.11.26,Globex GmbH,,Product-933,803,"22.555,15 €",EMEA
TXN-927152,01/28/2023,Initech AG,Support,Product-928,850,"4.077,14 €",Global
TXN-293491,TBD,Initech AG,Training,Product-360,338,1913.74,LATAM
TXN-313027,2023.10.06,Initech AG,Support,Product-608,-47,6615.38,Global
TXN-146283,10/29/2023,Oscorp,Software,Product-504,537,"21.220,22 €",APAC
TXN-228009,,Globex GmbH,Software,Product-599,198,"10.717,68 €",Global
TXN-819540,TBD,Globex GmbH,Hardware,Product-972,895,,LATAM
TXN-528752,21/11/2024,Umbrella Corp,Software,Product-311,887,"3.166,18 €",APAC
TXN-433704,,Acme Corp,Cloud Infrastructure,Product-958,761,"$35,309.55",NA
TXN-387167,02/09/2024,Acme Corp,Hardware,Product-129,181,27268.71,NA
TXN-924064,2024-08-29,WAYNE ENTERPRISES,Hardware,Product-897,717,42854.19,Global
TXN-129327,2023.12.30,Soylent Corp,Hardware,Product-286,505,,LATAM
TXN-520266,,Wayne Enterprises,,Product-424,-516,13324.81,LATAM
TXN-742594,12.11.2024,Initech AG,Training,Product-815,748,"7.787,61 €",
TXN-888742,2024-01-17,initech ag,Consulting,Product-659,839,41220.59,LATAM
TXN-668413,2023.01.18,Massive Dynamic,,Product-490,58,"$31,520.50",APAC
TXN-340394,10/21/2024,Cyberdyne Systems,Consulting,Product-467,143,12762.66,EMEA
TXN-405565,05/09/2023,Soylent Corp,Cloud Infrastructure,Product-892,-112,"$31,450.12",APAC
TXN-949982,08/25/2024,Oscorp,,Product-526,357,14193.60,EMEA
TXN-920035,,Initech AG,Support,Product-490,45,"35.817,53 €",APAC
TXN-799742,2024.10.10,Massive Dynamic,Cloud Infrastructure,Product-996,552,48710.31,EMEA
TXN-326147,05/09/2024,Acme Corp,Hardware,Product-419,52,"31.849,31 €",Global
TXN-274198,2024.05.01,Acme Corp,Hardware,Product-278,547,,
TXN-623469,02/12/2024,Initech AG,Cloud Infrastructure,Product-539,431,"$47,249.82",LATAM
TXN-252228,09/17/2024,Cyberdyne Systems,Training,Product-866,847,"45.475,69 €",EMEA
TXN-668197,2023-04-28,Cyberdyne Systems,Licensing,Product-432,252,"14.644,51 €",APAC
TXN-151828,2024.05.20,Cyberdyne Systems,Software,Product-819,387,33611.65,LATAM
TXN-727029,09/03/2024,Initech AG,Support,Product-546,890,"27.574,74 €",LATAM
TXN-164045,,Oscorp,Licensing,Product-923,147,30818.05,NA
TXN-127956,,Wayne Enterprises,Software,Product-647,165,,APAC
TXN-925816,27/05/2024,wayne enterprises,Cloud Infrastructure,Product-899,45,"36.251,43 €",Global
TXN-799852,2023.06.03,Globex gmbh,Training,Product-315,200,618.92,EMEA
TXN-918521,13/08/2023,Umbrella Corp,Licensing,Product-213,470,33876.17,EMEA
TXN-427198,03/22/2024,Wayne Enterprises,Licensing,Product-662,518,"8.612,56 €",LATAM
TXN-749510,16/03/2023,wayne enterprises,Hardware,Product-600,-754,49821.42,NA
TXN-961724,13.06.2023,Umbrella Corp,Licensing,Product-927,898,6228.27,APAC
TXN-460614,2023-09-25,Oscorp,Cloud Infrastructure,Product-881,394,"$6,782.35",NA
TXN-379072,2023-01-17,Wayne Enterprises,Consulting,Product-159,206,37498.83,APAC
